,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
2821,B_cell,T_cell,FCER2,ITGAX_ITGB2,0.0223983419918252,0,FCER2A_ITGAX_ITGB2,FCER2A - (ITGAX+ITGB2),CD23,Cell-Cell Contact,PMID: 7621072
2822,B_cell,CAF,FCER2,ITGAV_ITGB3,0.0247138109703895,0,FCER2A_ITGAV_ITGB3,FCER2A - (ITGAV+ITGB3),CD23,Cell-Cell Contact,PMID: 10037797
2823,B_cell,Endo,FCER2,ITGAV_ITGB3,0.0240059512487788,0,FCER2A_ITGAV_ITGB3,FCER2A - (ITGAV+ITGB3),CD23,Cell-Cell Contact,PMID: 10037797
2824,B_cell,malignant_cell,FCER2,ITGAV_ITGB3,0.0314743161547609,0,FCER2A_ITGAV_ITGB3,FCER2A - (ITGAV+ITGB3),CD23,Cell-Cell Contact,PMID: 10037797
2825,B_cell,B_cell,FCER2,CR2,0.0402316182905864,0,FCER2A_CR2,FCER2A - CR2,CD23,Cell-Cell Contact,PMID: 16785534
2826,CAF,Endo,CD34,SELP,0.0090574736707369,0,CD34_SELP,CD34 - SELP,CD34,Cell-Cell Contact,PMID: 18606703
2827,Endo,Endo,CD34,SELP,0.0611136645241075,0,CD34_SELP,CD34 - SELP,CD34,Cell-Cell Contact,PMID: 18606703
2828,B_cell,B_cell,PTPRC,CD22,0.323164535056247,0,PTPRC_CD22,PTPRC - CD22,CD45,Cell-Cell Contact,PMID: 12115612
2829,CAF,B_cell,PTPRC,CD22,0.0199038991090809,0,PTPRC_CD22,PTPRC - CD22,CD45,Cell-Cell Contact,PMID: 12115612
2830,Macro,B_cell,PTPRC,CD22,0.294210341167749,0,PTPRC_CD22,PTPRC - CD22,CD45,Cell-Cell Contact,PMID: 12115612
2831,NK,B_cell,PTPRC,CD22,0.343453314381859,0,PTPRC_CD22,PTPRC - CD22,CD45,Cell-Cell Contact,PMID: 12115612
2832,T_cell,B_cell,PTPRC,CD22,0.338857841908271,0,PTPRC_CD22,PTPRC - CD22,CD45,Cell-Cell Contact,PMID: 12115612
2833,B_cell,Endo,PTPRC,MRC1,0.112105071979645,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2834,CAF,Endo,PTPRC,MRC1,0.00534154116926831,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2835,Macro,Endo,PTPRC,MRC1,0.0992869556822198,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2836,NK,Endo,PTPRC,MRC1,0.121522289880811,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2837,T_cell,Endo,PTPRC,MRC1,0.119356463183394,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2838,B_cell,Macro,PTPRC,MRC1,0.111019373221964,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2839,CAF,Macro,PTPRC,MRC1,0.00528365729178492,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2840,Macro,Macro,PTPRC,MRC1,0.0983116507169739,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2841,NK,Macro,PTPRC,MRC1,0.120357751499278,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2842,T_cell,Macro,PTPRC,MRC1,0.118209886915056,0,PTPRC_MRC1,PTPRC - MRC1,CD45,Cell-Cell Contact,PMID: 27601670; PMID: 10575006
2843,B_cell,CAF,CD46,JAG1,0.0160485089910605,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2844,CAF,CAF,CD46,JAG1,0.0464324230044927,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2845,Endo,CAF,CD46,JAG1,0.0627897594309241,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2846,Macro,CAF,CD46,JAG1,0.0584842441145593,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2847,malignant_cell,CAF,CD46,JAG1,0.0714715683423463,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2848,NK,CAF,CD46,JAG1,0.0159204774729521,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2849,T_cell,CAF,CD46,JAG1,0.0248814092480631,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2850,B_cell,Endo,CD46,JAG1,0.0277401740318378,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2851,CAF,Endo,CD46,JAG1,0.078493569689098,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2852,Endo,Endo,CD46,JAG1,0.104902962327234,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2853,Macro,Endo,CD46,JAG1,0.0980117223640197,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2854,malignant_cell,Endo,CD46,JAG1,0.118670374617358,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2855,NK,Endo,CD46,JAG1,0.027521477845302,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2856,T_cell,Endo,CD46,JAG1,0.0427285809066627,0,CD46_JAG1,CD46 - JAG1,CD46,Cell-Cell Contact,PMID: 23086448
2857,B_cell,NK,CD48,CD244,0.102045117161123,0,CD48_CD244A,CD48 - CD244A,CD48,Cell-Cell Contact,PMID: 26697006
2858,Macro,NK,CD48,CD244,0.0917253205327507,0,CD48_CD244A,CD48 - CD244A,CD48,Cell-Cell Contact,PMID: 26697006
2859,NK,NK,CD48,CD244,0.102620305470933,0,CD48_CD244A,CD48 - CD244A,CD48,Cell-Cell Contact,PMID: 26697006
2860,T_cell,NK,CD48,CD244,0.100420268049219,0,CD48_CD244A,CD48 - CD244A,CD48,Cell-Cell Contact,PMID: 26697006
2861,T_cell,CAF,CD6,ALCAM,0.0298538842654158,0,CD6_ALCAM,CD6 - ALCAM,CD6,Cell-Cell Contact,PMID: 23602662
2862,T_cell,Macro,CD6,ALCAM,0.0341410546601655,0,CD6_ALCAM,CD6 - ALCAM,CD6,Cell-Cell Contact,PMID: 23602662
2863,T_cell,malignant_cell,CD6,ALCAM,0.0144939825627271,0,CD6_ALCAM,CD6 - ALCAM,CD6,Cell-Cell Contact,PMID: 23602662
2864,Macro,Macro,CD86,CD28,0.00544053048989742,0,CD86_CD28,CD86 - CD28,CD86,Cell-Cell Contact,PMID: 23954143
2865,Macro,T_cell,CD86,CD28,0.100545883827313,0,CD86_CD28,CD86 - CD28,CD86,Cell-Cell Contact,PMID: 23954143
2866,Macro,T_cell,CD86,CTLA4,0.0706616614150741,0,CD86_CTLA4,CD86 - CTLA4,CD86,Cell-Cell Contact,PMID: 23954143
2867,NK,B_cell,CD96,PVR,0.0149623506762147,0.01,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2868,T_cell,B_cell,CD96,PVR,0.0147849427346518,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2869,NK,CAF,CD96,PVR,0.0674766677619165,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2870,T_cell,CAF,CD96,PVR,0.0667187739797561,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2871,B_cell,Endo,CD96,PVR,0.0177828127832992,0.03,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2872,NK,Endo,CD96,PVR,0.126924995399109,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2873,T_cell,Endo,CD96,PVR,0.125589308080387,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2874,NK,malignant_cell,CD96,PVR,0.0342842119162636,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2875,T_cell,malignant_cell,CD96,PVR,0.033885586560994,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2876,NK,NK,CD96,PVR,0.023311008702241,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2877,T_cell,NK,CD96,PVR,0.0230369261419013,0.01,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2878,NK,T_cell,CD96,PVR,0.0159472241239885,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2879,T_cell,T_cell,CD96,PVR,0.0157583253954,0,CD96_PVR,CD96 - PVR,CD96,Cell-Cell Contact,PMID: 15034010
2880,B_cell,Macro,CD99,PILRA,0.124367605797929,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2881,CAF,Macro,CD99,PILRA,0.350213424322008,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2882,Endo,Macro,CD99,PILRA,0.34453086257977,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2883,Macro,Macro,CD99,PILRA,0.265309695655473,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2884,malignant_cell,Macro,CD99,PILRA,0.327929473162505,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2885,NK,Macro,CD99,PILRA,0.301706599341439,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2886,T_cell,Macro,CD99,PILRA,0.301017716341927,0,CD99_PILRA,CD99 - PILRA,CD99,Cell-Cell Contact,PMID: 18234675
2887,CAF,CAF,CD99,CD99,0.348396367830706,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2888,Endo,CAF,CD99,CD99,0.342727738640358,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2889,malignant_cell,CAF,CD99,CD99,0.326169998819411,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2890,T_cell,CAF,CD99,CD99,0.29933832246717,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2891,CAF,Endo,CD99,CD99,0.342727738640358,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2892,Endo,Endo,CD99,CD99,0.33710362580952,0.04,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2893,malignant_cell,Endo,CD99,CD99,0.320685027962001,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2894,T_cell,Endo,CD99,CD99,0.29410762093489,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2895,CAF,malignant_cell,CD99,CD99,0.326169998819411,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2896,Endo,malignant_cell,CD99,CD99,0.320685027962001,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2897,malignant_cell,malignant_cell,CD99,CD99,0.304698531868434,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2898,NK,malignant_cell,CD99,CD99,0.279560589868129,0.02,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2899,T_cell,malignant_cell,CD99,CD99,0.278902076368726,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2900,malignant_cell,NK,CD99,CD99,0.279560589868129,0.02,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2901,CAF,T_cell,CD99,CD99,0.29933832246717,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2902,Endo,T_cell,CD99,CD99,0.29410762093489,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2903,malignant_cell,T_cell,CD99,CD99,0.278902076368726,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2904,T_cell,T_cell,CD99,CD99,0.254490236459233,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
2905,CAF,CAF,CD99,CD99L2,0.106239726022126,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2906,Endo,CAF,CD99,CD99L2,0.103882990820993,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2907,Macro,CAF,CD99,CD99L2,0.0737686962268165,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2908,malignant_cell,CAF,CD99,CD99L2,0.0971585310684451,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2909,NK,CAF,CD99,CD99L2,0.0870004091898604,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2910,T_cell,CAF,CD99,CD99L2,0.0867408658977858,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2911,CAF,Endo,CD99,CD99L2,0.0894132795149287,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2912,Endo,Endo,CD99,CD99L2,0.0873933100787961,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2913,Macro,Endo,CD99,CD99L2,0.0617298697886981,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2914,malignant_cell,Endo,CD99,CD99L2,0.0816390024576447,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2915,NK,Endo,CD99,CD99L2,0.072972332025518,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2916,T_cell,Endo,CD99,CD99L2,0.0727513031845691,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2917,B_cell,malignant_cell,CD99,CD99L2,0.0190111227658039,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2918,CAF,malignant_cell,CD99,CD99L2,0.0685018470869445,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2919,Endo,malignant_cell,CD99,CD99L2,0.066919577482891,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2920,Macro,malignant_cell,CD99,CD99L2,0.0469589780207683,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2921,malignant_cell,malignant_cell,CD99,CD99L2,0.0624211320603139,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2922,NK,malignant_cell,CD99,CD99L2,0.0556709280765564,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2923,T_cell,malignant_cell,CD99,CD99L2,0.0554991667854697,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
2924,CAF,CAF,CDH2,CDH2,0.0108122756679212,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
2925,malignant_cell,CAF,CDH2,CDH2,0.00581791473530025,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
2926,CAF,malignant_cell,CDH2,CDH2,0.00581791473530025,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
2927,malignant_cell,malignant_cell,CDH2,CDH2,0.00312324401340903,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
2928,malignant_cell,B_cell,CDH1,CDH1,0.0184125073137053,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2929,B_cell,malignant_cell,CDH1,CDH1,0.0184125073137053,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2930,malignant_cell,malignant_cell,CDH1,CDH1,0.116917010857657,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2931,NK,malignant_cell,CDH1,CDH1,0.0237997720105299,0.01,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2932,T_cell,malignant_cell,CDH1,CDH1,0.0280196793230414,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2933,malignant_cell,NK,CDH1,CDH1,0.0237997720105299,0.01,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2934,malignant_cell,T_cell,CDH1,CDH1,0.0280196793230414,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
2935,malignant_cell,B_cell,CDH1,ITGA2_ITGB1,0.0188509927115562,0.01,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2936,malignant_cell,CAF,CDH1,ITGA2_ITGB1,0.0359683036724972,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2937,malignant_cell,Endo,CDH1,ITGA2_ITGB1,0.0972852678939992,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2938,T_cell,Endo,CDH1,ITGA2_ITGB1,0.0229273009526634,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2939,malignant_cell,Macro,CDH1,ITGA2_ITGB1,0.0257334634651394,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2940,malignant_cell,malignant_cell,CDH1,ITGA2_ITGB1,0.0474980878778312,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2941,malignant_cell,NK,CDH1,ITGA2_ITGB1,0.0347693363731472,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2942,malignant_cell,T_cell,CDH1,ITGA2_ITGB1,0.0329773473307244,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
2943,B_cell,T_cell,CDH1,ITGAE_ITGB7,0.00356071614207876,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2944,CAF,T_cell,CDH1,ITGAE_ITGB7,0.00113396681063032,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2945,Endo,T_cell,CDH1,ITGAE_ITGB7,0.00324314623537135,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2946,Macro,T_cell,CDH1,ITGAE_ITGB7,0.00270231033427444,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2947,malignant_cell,T_cell,CDH1,ITGAE_ITGB7,0.0246014600132896,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2948,NK,T_cell,CDH1,ITGAE_ITGB7,0.0046230020771344,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2949,T_cell,T_cell,CDH1,ITGAE_ITGB7,0.00546172446127977,0,CDH1_ITGAE_ITGB7,CDH1 - (ITGAE+ITGB7),CDH1,Cell-Cell Contact,PMID: 9425167
2950,malignant_cell,Macro,CDH1,KLRG1,0.00800319343100726,0,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2951,malignant_cell,NK,CDH1,KLRG1,0.0256730246300299,0,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2952,B_cell,T_cell,CDH1,KLRG1,0.00344249142443872,0.01,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2953,malignant_cell,T_cell,CDH1,KLRG1,0.0238013169112214,0,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2954,NK,T_cell,CDH1,KLRG1,0.00446966500975751,0.01,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2955,T_cell,T_cell,CDH1,KLRG1,0.0052807159942163,0,CDH1_KLRG1,CDH1 - KLRG1,CDH1,Cell-Cell Contact,PMID: 19604491
2956,Endo,Endo,CDH5,CDH5,0.34065471484149,0,CDH5_CDH5,CDH5 - CDH5,CDH5,Cell-Cell Contact,KEGG: hsa04514
2957,B_cell,B_cell,CD1D,CEACAM5,0.00265732917699647,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2958,Macro,B_cell,CD1D,CEACAM5,0.00854974990674747,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2959,B_cell,CAF,CD1D,CEACAM5,0.000931233742794612,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2960,Macro,CAF,CD1D,CEACAM5,0.00300771477226898,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2961,B_cell,Endo,CD1D,CEACAM5,0.00142383987614651,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2962,Macro,Endo,CD1D,CEACAM5,0.00459369202732487,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2963,B_cell,Macro,CD1D,CEACAM5,0.00202088290025209,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2964,Macro,Macro,CD1D,CEACAM5,0.00651124713410541,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2965,B_cell,malignant_cell,CD1D,CEACAM5,0.000779634564640229,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2966,Macro,malignant_cell,CD1D,CEACAM5,0.00251892942581006,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2967,B_cell,NK,CD1D,CEACAM5,0.00692423157662433,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2968,Macro,NK,CD1D,CEACAM5,0.0220688154732911,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2969,B_cell,T_cell,CD1D,CEACAM5,0.00473589922743361,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2970,Macro,T_cell,CD1D,CEACAM5,0.0151672940056282,0,CD1D_CEACAM5,CD1D - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2971,B_cell,Endo,CD209,CEACAM1,0.0174482167134536,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2972,Endo,Endo,CD209,CEACAM1,0.0129235134699076,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2973,Macro,Endo,CD209,CEACAM1,0.0216656706655929,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2974,NK,Endo,CD209,CEACAM1,0.0141170973514108,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2975,T_cell,Endo,CD209,CEACAM1,0.0172453454415313,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2976,B_cell,malignant_cell,CD209,CEACAM1,0.018205261317821,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2977,CAF,malignant_cell,CD209,CEACAM1,0.00298860338468786,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2978,Endo,malignant_cell,CD209,CEACAM1,0.0134869346417506,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2979,Macro,malignant_cell,CD209,CEACAM1,0.0226014932669615,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2980,malignant_cell,malignant_cell,CD209,CEACAM1,0.00312545355433027,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2981,NK,malignant_cell,CD209,CEACAM1,0.0147317780930056,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2982,T_cell,malignant_cell,CD209,CEACAM1,0.0179937490482204,0,CD209_CEACAM1,CD209 - CEACAM1,CEACAM,Cell-Cell Contact,PMID: 16282604; PMID: 6246332
2983,T_cell,B_cell,CD8A,CEACAM5,0.0416783989855006,0,CD8A_CEACAM5,CD8A - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2984,T_cell,Endo,CD8A,CEACAM5,0.0227450364875131,0.03,CD8A_CEACAM5,CD8A - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2985,T_cell,Macro,CD8A,CEACAM5,0.0319959967251533,0,CD8A_CEACAM5,CD8A - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2986,T_cell,NK,CD8A,CEACAM5,0.102182402060403,0,CD8A_CEACAM5,CD8A - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2987,T_cell,T_cell,CD8A,CEACAM5,0.0720736344777988,0,CD8A_CEACAM5,CD8A - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 24104458
2988,Endo,B_cell,CEACAM1,CEACAM5,0.0084477020006528,0,CEACAM1_CEACAM5,CEACAM1 - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 11590190
2989,malignant_cell,B_cell,CEACAM1,CEACAM5,0.00881773616981116,0,CEACAM1_CEACAM5,CEACAM1 - CEACAM5,CEACAM,Cell-Cell Contact,PMID: 11590190
