"int_pair","typeA","typeB","clustA","clustB","value"
"SIRPA & CD47","R","R","CAF","NK",0.722
"SIRPA & CD47","R","R","Endo","B_cell",0.907
"SIRPA & CD47","R","R","Endo","CAF",0.737
"SIRPA & CD47","R","R","Endo","Endo",0.729
"SIRPA & CD47","R","R","Endo","Macro",0.757
"SIRPA & CD47","R","R","Endo","malignant_cell",0.792
"SIRPA & CD47","R","R","Endo","NK",0.865
"SIRPA & CD47","R","R","Endo","T_cell",0.78
"SIRPA & CD47","R","R","Macro","B_cell",1.023
"SIRPA & CD47","R","R","Macro","CAF",0.854
"SIRPA & CD47","R","R","Macro","Endo",0.846
"SIRPA & CD47","R","R","Macro","Macro",0.873
"SIRPA & CD47","R","R","Macro","malignant_cell",0.908
"SIRPA & CD47","R","R","Macro","NK",0.981
"SIRPA & CD47","R","R","Macro","T_cell",0.896
"SIRPA & CD47","R","R","malignant_cell","B_cell",0.901
"SIRPA & CD47","R","R","malignant_cell","CAF",0.731
"SIRPA & CD47","R","R","malignant_cell","Endo",0.723
"SIRPA & CD47","R","R","malignant_cell","Macro",0.751
"SIRPA & CD47","R","R","malignant_cell","malignant_cell",0.786
"SIRPA & CD47","R","R","malignant_cell","NK",0.859
"SIRPA & CD47","R","R","malignant_cell","T_cell",0.774
"SIRPG & CD47","L","R","T_cell","B_cell",1.074
"SIRPG & CD47","L","R","T_cell","CAF",0.905
"SIRPG & CD47","L","R","T_cell","Endo",0.897
"SIRPG & CD47","L","R","T_cell","Macro",0.924
"SIRPG & CD47","L","R","T_cell","malignant_cell",0.959
"SIRPG & CD47","L","R","T_cell","NK",1.032
"SIRPG & CD47","L","R","T_cell","T_cell",0.947
"SPN & ICAM1","L","R","NK","B_cell",0.825
"SPN & ICAM1","L","R","T_cell","B_cell",0.786
"SPN & ICAM1","L","R","B_cell","CAF",0.799
"SPN & ICAM1","L","R","NK","CAF",0.915
"SPN & ICAM1","L","R","T_cell","CAF",0.877
"SPN & ICAM1","L","R","B_cell","Endo",0.813
"SPN & ICAM1","L","R","NK","Endo",0.93
"SPN & ICAM1","L","R","T_cell","Endo",0.891
"SPN & ICAM1","L","R","B_cell","Macro",1.112
"SPN & ICAM1","L","R","CAF","Macro",0.81
"SPN & ICAM1","L","R","Endo","Macro",0.905
"SPN & ICAM1","L","R","Macro","Macro",0.963
"SPN & ICAM1","L","R","malignant_cell","Macro",0.795
"SPN & ICAM1","L","R","NK","Macro",1.229
"SPN & ICAM1","L","R","T_cell","Macro",1.191
"SPN & ICAM1","L","R","B_cell","malignant_cell",0.966
"SPN & ICAM1","L","R","Macro","malignant_cell",0.816
"SPN & ICAM1","L","R","NK","malignant_cell",1.082
"SPN & ICAM1","L","R","T_cell","malignant_cell",1.044
"SPN & ICAM1","L","R","NK","NK",0.881
"SPN & ICAM1","L","R","T_cell","NK",0.843
"SPN & ICAM1","L","R","NK","T_cell",0.809
"SPN & ICAM1","L","R","T_cell","T_cell",0.771
"SPN & SIGLEC1","L","L","B_cell","Macro",0.891
"SPN & SIGLEC1","L","L","CAF","Macro",0.589
"SPN & SIGLEC1","L","L","Endo","Macro",0.683
"SPN & SIGLEC1","L","L","Macro","Macro",0.741
"SPN & SIGLEC1","L","L","malignant_cell","Macro",0.574
"SPN & SIGLEC1","L","L","NK","Macro",1.008
"SPN & SIGLEC1","L","L","T_cell","Macro",0.969
"SPP1 & a4b1 complex","L","R","Macro","B_cell",0.889
"SPP1 & a4b1 complex","L","R","Macro","CAF",0.657
"SPP1 & a4b1 complex","L","R","Macro","Macro",0.873
"SPP1 & a4b1 complex","L","R","Macro","malignant_cell",0.595
"SPP1 & a4b1 complex","L","R","Macro","NK",0.923
"SPP1 & a4b1 complex","L","R","Macro","T_cell",0.954
"SPP1 & a4b1 complex","L","R","malignant_cell","B_cell",0.831
"SPP1 & a4b1 complex","L","R","malignant_cell","CAF",0.599
"SPP1 & a4b1 complex","L","R","malignant_cell","Macro",0.815
"SPP1 & a4b1 complex","L","R","malignant_cell","malignant_cell",0.537
"SPP1 & a4b1 complex","L","R","malignant_cell","NK",0.865
"SPP1 & a4b1 complex","L","R","malignant_cell","T_cell",0.897
"SPP1 & a9b1 complex","L","R","Macro","Endo",0.662
"SPP1 & a9b1 complex","L","R","malignant_cell","Endo",0.604
"SPP1 & aVb3 complex","L","R","Macro","CAF",0.769
"SPP1 & aVb3 complex","L","R","Macro","Endo",0.776
"SPP1 & aVb3 complex","L","R","Macro","Macro",0.674
"SPP1 & aVb3 complex","L","R","Macro","malignant_cell",0.702
"SPP1 & aVb3 complex","L","R","malignant_cell","CAF",0.711
"SPP1 & aVb3 complex","L","R","malignant_cell","Endo",0.718
"SPP1 & aVb3 complex","L","R","malignant_cell","Macro",0.616
"SPP1 & aVb3 complex","L","R","malignant_cell","malignant_cell",0.644
"SPP1 & aVb3 complex","L","R","NK","Endo",0.33
"SPP1 & CD44","L","R","Macro","B_cell",1.075
"SPP1 & CD44","L","R","Macro","CAF",1.151
"SPP1 & CD44","L","R","Macro","Macro",1.206
"SPP1 & CD44","L","R","Macro","malignant_cell",1.27
"SPP1 & CD44","L","R","Macro","NK",1.087
"SPP1 & CD44","L","R","Macro","T_cell",1.194
"SPP1 & CD44","L","R","malignant_cell","B_cell",1.017
"SPP1 & CD44","L","R","malignant_cell","CAF",1.094
"SPP1 & CD44","L","R","malignant_cell","Macro",1.148
"SPP1 & CD44","L","R","malignant_cell","malignant_cell",1.212
"SPP1 & CD44","L","R","malignant_cell","NK",1.029
"SPP1 & CD44","L","R","malignant_cell","T_cell",1.136
"SPP1 & PTGER4","L","R","Macro","B_cell",0.671
"SPP1 & PTGER4","L","R","Macro","CAF",0.586
"SPP1 & PTGER4","L","R","Macro","Macro",0.841
"SPP1 & PTGER4","L","R","Macro","NK",0.941
"SPP1 & PTGER4","L","R","Macro","T_cell",0.885
"SPP1 & PTGER4","L","R","malignant_cell","B_cell",0.613
"SPP1 & PTGER4","L","R","malignant_cell","CAF",0.528
"SPP1 & PTGER4","L","R","malignant_cell","Macro",0.783
"SPP1 & PTGER4","L","R","malignant_cell","NK",0.883
"SPP1 & PTGER4","L","R","malignant_cell","T_cell",0.827
"TGFA & EGFR","L","R","Endo","CAF",0.421
"TGFB1 & EGFR","L","R","CAF","CAF",0.323
"TGFB1 & EGFR","L","R","Endo","CAF",0.306
"TGFB1 & EGFR","L","R","Macro","CAF",0.329
"TGFB1 & EGFR","L","R","NK","CAF",0.322
"TGFB1 & TGFbeta receptor1","L","R","CAF","CAF",0.225
"TGFB1 & TGFbeta receptor1","L","R","CAF","Macro",0.259
"TGFB1 & TGFbeta receptor1","L","R","CAF","malignant_cell",0.259
"TGFB1 & TGFbeta receptor1","L","R","CAF","NK",0.295
"TGFB1 & TGFbeta receptor1","L","R","Endo","CAF",0.208
"TGFB1 & TGFbeta receptor1","L","R","Endo","Macro",0.243
"TGFB1 & TGFbeta receptor1","L","R","Endo","malignant_cell",0.242
"TGFB1 & TGFbeta receptor1","L","R","Endo","NK",0.278
"TGFB1 & TGFbeta receptor1","L","R","Macro","CAF",0.231
"TGFB1 & TGFbeta receptor1","L","R","Macro","Macro",0.266
"TGFB1 & TGFbeta receptor1","L","R","Macro","malignant_cell",0.265
"TGFB1 & TGFbeta receptor1","L","R","Macro","NK",0.301
"TGFB1 & TGFbeta receptor1","L","R","NK","CAF",0.224
"TGFB1 & TGFbeta receptor1","L","R","NK","Macro",0.259
"TGFB1 & TGFbeta receptor1","L","R","NK","malignant_cell",0.258
"TGFB1 & TGFbeta receptor1","L","R","NK","NK",0.294
"TGFB1 & TGFbeta receptor2","L","R","CAF","CAF",0.26
"TGFB1 & TGFbeta receptor2","L","R","CAF","malignant_cell",0.176
"TGFB1 & TGFbeta receptor2","L","R","Endo","CAF",0.244
"TGFB1 & TGFbeta receptor2","L","R","Endo","malignant_cell",0.159
"TGFB1 & TGFbeta receptor2","L","R","Macro","CAF",0.267
"TGFB1 & TGFbeta receptor2","L","R","Macro","malignant_cell",0.182
"TGFB1 & TGFbeta receptor2","L","R","NK","CAF",0.26
"TGFB1 & TGFbeta receptor2","L","R","NK","malignant_cell",0.175
"TGFB1 & TGFBR3","L","R","CAF","CAF",0.317
"TGFB1 & TGFBR3","L","R","CAF","Endo",0.416
"TGFB1 & TGFBR3","L","R","CAF","malignant_cell",0.173
"TGFB1 & TGFBR3","L","R","CAF","NK",0.313
"TGFB1 & TGFBR3","L","R","Endo","CAF",0.301
"TGFB1 & TGFBR3","L","R","Endo","Endo",0.4
"TGFB1 & TGFBR3","L","R","Endo","malignant_cell",0.156
"TGFB1 & TGFBR3","L","R","Endo","NK",0.297
"TGFB1 & TGFBR3","L","R","Macro","CAF",0.324
"TGFB1 & TGFBR3","L","R","Macro","Endo",0.423
"TGFB1 & TGFBR3","L","R","Macro","malignant_cell",0.179
"TGFB1 & TGFBR3","L","R","Macro","NK",0.32
"TGFB1 & TGFBR3","L","R","Macro","T_cell",0.147
"TGFB1 & TGFBR3","L","R","NK","CAF",0.316
"TGFB1 & TGFBR3","L","R","NK","Endo",0.416
"TGFB1 & TGFBR3","L","R","NK","malignant_cell",0.172
"TGFB1 & TGFBR3","L","R","NK","NK",0.312
"TGFB1 & TGFBR3","L","R","NK","T_cell",0.14
"TGFB2 & TGFbeta receptor1","L","R","CAF","CAF",0.216
"TGFB2 & TGFbeta receptor1","L","R","CAF","Macro",0.251
"TGFB2 & TGFbeta receptor1","L","R","CAF","malignant_cell",0.25
"TGFB2 & TGFbeta receptor1","L","R","CAF","NK",0.286
"TGFB2 & TGFbeta receptor1","L","R","Endo","CAF",0.234
"TGFB2 & TGFbeta receptor1","L","R","Endo","Macro",0.269
"TGFB2 & TGFbeta receptor1","L","R","Endo","malignant_cell",0.268
"TGFB2 & TGFbeta receptor1","L","R","Endo","NK",0.304
"TGFB2 & TGFbeta receptor1","L","R","Endo","T_cell",0.139
"TGFB2 & TGFbeta receptor2","L","R","CAF","CAF",0.252
"TGFB2 & TGFbeta receptor2","L","R","CAF","Endo",0.113
"TGFB2 & TGFbeta receptor2","L","R","CAF","malignant_cell",0.167
"TGFB2 & TGFbeta receptor2","L","R","Endo","CAF",0.27
"TGFB2 & TGFbeta receptor2","L","R","Endo","Endo",0.131
"TGFB2 & TGFbeta receptor2","L","R","Endo","malignant_cell",0.185
"TGFB2 & TGFBR3","L","R","CAF","CAF",0.308
"TGFB2 & TGFBR3","L","R","CAF","Endo",0.408
"TGFB2 & TGFBR3","L","R","CAF","malignant_cell",0.164
"TGFB2 & TGFBR3","L","R","CAF","NK",0.304
"TGFB2 & TGFBR3","L","R","CAF","T_cell",0.132
"TGFB2 & TGFBR3","L","R","Endo","CAF",0.327
"TGFB2 & TGFBR3","L","R","Endo","Endo",0.426
"TGFB2 & TGFBR3","L","R","Endo","malignant_cell",0.182
"TGFB2 & TGFBR3","L","R","Endo","NK",0.323
"TGFB2 & TGFBR3","L","R","Endo","T_cell",0.151
"TGFB3 & TGFbeta receptor1","L","R","CAF","CAF",0.411
"TGFB3 & TGFbeta receptor1","L","R","CAF","Macro",0.446
"TGFB3 & TGFbeta receptor1","L","R","CAF","malignant_cell",0.445
"TGFB3 & TGFbeta receptor1","L","R","CAF","NK",0.481
"TGFB3 & TGFbeta receptor1","L","R","CAF","T_cell",0.316
"TGFB3 & TGFbeta receptor2","L","R","CAF","CAF",0.447
"TGFB3 & TGFbeta receptor2","L","R","CAF","Endo",0.308
"TGFB3 & TGFbeta receptor2","L","R","CAF","malignant_cell",0.362
"TGFB3 & TGFBR3","L","R","CAF","B_cell",0.276
"TGFB3 & TGFBR3","L","R","CAF","CAF",0.504
"TGFB3 & TGFBR3","L","R","CAF","Endo",0.603
"TGFB3 & TGFBR3","L","R","CAF","Macro",0.261
"TGFB3 & TGFBR3","L","R","CAF","malignant_cell",0.359
"TGFB3 & TGFBR3","L","R","CAF","NK",0.5
"TGFB3 & TGFBR3","L","R","CAF","T_cell",0.327
"THBS1 & a3b1 complex","L","R","CAF","CAF",0.683
"THBS1 & a3b1 complex","L","R","CAF","Endo",0.806
"THBS1 & a3b1 complex","L","R","CAF","malignant_cell",0.938
"THBS1 & a3b1 complex","L","R","Endo","CAF",0.623
"THBS1 & a3b1 complex","L","R","Endo","Endo",0.745
"THBS1 & a3b1 complex","L","R","Endo","malignant_cell",0.877
"THBS1 & a3b1 complex","L","R","Macro","CAF",0.295
"THBS1 & a3b1 complex","L","R","Macro","Endo",0.418
"THBS1 & a3b1 complex","L","R","Macro","malignant_cell",0.55
"THBS1 & a3b1 complex","L","R","malignant_cell","Endo",0.212
"THBS1 & a3b1 complex","L","R","malignant_cell","malignant_cell",0.344
"THBS1 & aVb3 complex","L","R","CAF","CAF",0.89
"THBS1 & aVb3 complex","L","R","CAF","Endo",0.897
"THBS1 & aVb3 complex","L","R","CAF","Macro",0.795
"THBS1 & aVb3 complex","L","R","CAF","malignant_cell",0.822
"THBS1 & aVb3 complex","L","R","Endo","CAF",0.829
"THBS1 & aVb3 complex","L","R","Endo","Endo",0.836
"THBS1 & aVb3 complex","L","R","Endo","Macro",0.734
"THBS1 & aVb3 complex","L","R","Endo","malignant_cell",0.762
"THBS1 & aVb3 complex","L","R","Macro","CAF",0.502
"THBS1 & aVb3 complex","L","R","Macro","Endo",0.508
"THBS1 & aVb3 complex","L","R","Macro","Macro",0.406
"THBS1 & aVb3 complex","L","R","Macro","malignant_cell",0.434
"THBS1 & aVb3 complex","L","R","malignant_cell","CAF",0.296
"THBS1 & aVb3 complex","L","R","malignant_cell","Endo",0.303
"THBS1 & aVb3 complex","L","R","malignant_cell","Macro",0.201
"THBS1 & aVb3 complex","L","R","malignant_cell","malignant_cell",0.229
"THY1 & aMb2 complex","L","R","CAF","Macro",1.113
"THY1 & aMb2 complex","L","R","CAF","NK",0.976
"THY1 & aMb2 complex","L","R","Endo","Macro",0.766
"THY1 & aMb2 complex","L","R","Endo","NK",0.629
"THY1 & aVb3 complex","L","R","CAF","CAF",0.961
"THY1 & aVb3 complex","L","R","CAF","Endo",0.968
"THY1 & aVb3 complex","L","R","CAF","Macro",0.866
"THY1 & aVb3 complex","L","R","CAF","malignant_cell",0.894
"THY1 & aVb3 complex","L","R","Endo","CAF",0.614
"THY1 & aVb3 complex","L","R","Endo","Endo",0.621
"THY1 & aVb3 complex","L","R","Endo","Macro",0.519
"THY1 & aVb3 complex","L","R","Endo","malignant_cell",0.547
"THY1 & aXb2 complex","L","R","CAF","B_cell",0.86
"THY1 & aXb2 complex","L","R","CAF","CAF",0.734
"THY1 & aXb2 complex","L","R","CAF","Endo",0.745
"THY1 & aXb2 complex","L","R","CAF","Macro",1.377
"THY1 & aXb2 complex","L","R","CAF","malignant_cell",0.757
"THY1 & aXb2 complex","L","R","CAF","NK",1.151
"THY1 & aXb2 complex","L","R","CAF","T_cell",0.813
"THY1 & aXb2 complex","L","R","Endo","B_cell",0.513
"THY1 & aXb2 complex","L","R","Endo","CAF",0.387
"THY1 & aXb2 complex","L","R","Endo","Endo",0.397
"THY1 & aXb2 complex","L","R","Endo","Macro",1.03
"THY1 & aXb2 complex","L","R","Endo","malignant_cell",0.409
"THY1 & aXb2 complex","L","R","Endo","NK",0.804
"THY1 & aXb2 complex","L","R","Endo","T_cell",0.466
"TIGIT & PVR","L","R","T_cell","B_cell",0.583
"TIGIT & PVR","L","R","NK","CAF",0.556
"TIGIT & PVR","L","R","T_cell","CAF",0.735
"TIGIT & PVR","L","R","NK","Endo",0.638
"TIGIT & PVR","L","R","T_cell","Endo",0.817
"TIGIT & PVR","L","R","T_cell","Macro",0.589
"TIGIT & PVR","L","R","T_cell","malignant_cell",0.65
"TIGIT & PVR","L","R","T_cell","NK",0.624
"TIGIT & PVR","L","R","T_cell","T_cell",0.584
"TIMP1 & FGFR2","L","R","CAF","B_cell",1.164
"TIMP1 & FGFR2","L","R","CAF","CAF",1.069
"TIMP1 & FGFR2","L","R","CAF","Endo",1.085
"TIMP1 & FGFR2","L","R","CAF","Macro",1.094
"TIMP1 & FGFR2","L","R","CAF","malignant_cell",1.044
"TIMP1 & FGFR2","L","R","CAF","NK",1.12
"TIMP1 & FGFR2","L","R","CAF","T_cell",1.161
"TIMP1 & FGFR2","L","R","Endo","B_cell",0.967
"TIMP1 & FGFR2","L","R","Endo","CAF",0.872
"TIMP1 & FGFR2","L","R","Endo","Endo",0.888
"TIMP1 & FGFR2","L","R","Endo","Macro",0.897
"TIMP1 & FGFR2","L","R","Endo","malignant_cell",0.847
"TIMP1 & FGFR2","L","R","Endo","NK",0.923
"TIMP1 & FGFR2","L","R","Endo","T_cell",0.964
"TIMP1 & FGFR2","L","R","Macro","B_cell",0.96
"TIMP1 & FGFR2","L","R","Macro","CAF",0.865
"TIMP1 & FGFR2","L","R","Macro","Endo",0.881
"TIMP1 & FGFR2","L","R","Macro","Macro",0.89
"TIMP1 & FGFR2","L","R","Macro","malignant_cell",0.84
"TIMP1 & FGFR2","L","R","Macro","NK",0.916
"TIMP1 & FGFR2","L","R","Macro","T_cell",0.957
"TIMP1 & FGFR2","L","R","malignant_cell","B_cell",0.966
"TIMP1 & FGFR2","L","R","malignant_cell","CAF",0.87
"TIMP1 & FGFR2","L","R","malignant_cell","Endo",0.887
"TIMP1 & FGFR2","L","R","malignant_cell","Macro",0.896
"TIMP1 & FGFR2","L","R","malignant_cell","malignant_cell",0.846
"TIMP1 & FGFR2","L","R","malignant_cell","NK",0.922
"TIMP1 & FGFR2","L","R","malignant_cell","T_cell",0.963
"TNC & a4b1 complex","L","R","B_cell","T_cell",0.479
"TNC & a4b1 complex","L","R","CAF","B_cell",0.767
"TNC & a4b1 complex","L","R","CAF","CAF",0.535
"TNC & a4b1 complex","L","R","CAF","Macro",0.751
"TNC & a4b1 complex","L","R","CAF","malignant_cell",0.473
"TNC & a4b1 complex","L","R","CAF","NK",0.801
"TNC & a4b1 complex","L","R","CAF","T_cell",0.832
"TNC & a4b1 complex","L","R","Endo","B_cell",0.594
"TNC & a4b1 complex","L","R","Endo","Macro",0.578
"TNC & a4b1 complex","L","R","Endo","NK",0.628
"TNC & a4b1 complex","L","R","Endo","T_cell",0.659
"TNC & a4b1 complex","L","R","Macro","T_cell",0.451
"TNC & a4b1 complex","L","R","malignant_cell","B_cell",0.58
"TNC & a4b1 complex","L","R","malignant_cell","Macro",0.564
"TNC & a4b1 complex","L","R","malignant_cell","NK",0.615
"TNC & a4b1 complex","L","R","malignant_cell","T_cell",0.646
"TNC & a4b1 complex","L","R","NK","T_cell",0.457
"TNC & a4b1 complex","L","R","T_cell","T_cell",0.474
"TNC & a8b1 complex","L","R","B_cell","CAF",0.191
"TNC & a8b1 complex","L","R","CAF","CAF",0.545
"TNC & a8b1 complex","L","R","Endo","CAF",0.372
"TNC & a8b1 complex","L","R","Macro","CAF",0.164
"TNC & a8b1 complex","L","R","malignant_cell","CAF",0.358
"TNC & a8b1 complex","L","R","NK","CAF",0.169
"TNC & a8b1 complex","L","R","T_cell","CAF",0.186
"TNC & a9b1 complex","L","R","B_cell","Endo",0.186
"TNC & a9b1 complex","L","R","CAF","Endo",0.54
"TNC & a9b1 complex","L","R","Endo","Endo",0.367
"TNC & a9b1 complex","L","R","malignant_cell","Endo",0.353
"TNC & a9b1 complex","L","R","NK","Endo",0.164
"TNC & a9b1 complex","L","R","T_cell","Endo",0.181
"TNC & aVb3 complex","L","R","B_cell","CAF",0.294
"TNC & aVb3 complex","L","R","B_cell","Endo",0.3
"TNC & aVb3 complex","L","R","B_cell","malignant_cell",0.226
"TNC & aVb3 complex","L","R","CAF","CAF",0.647
"TNC & aVb3 complex","L","R","CAF","Endo",0.654
"TNC & aVb3 complex","L","R","CAF","Macro",0.552
"TNC & aVb3 complex","L","R","CAF","malignant_cell",0.58
"TNC & aVb3 complex","L","R","Endo","CAF",0.474
"TNC & aVb3 complex","L","R","Endo","Endo",0.481
"TNC & aVb3 complex","L","R","Endo","Macro",0.379
"TNC & aVb3 complex","L","R","Endo","malignant_cell",0.407
"TNC & aVb3 complex","L","R","Macro","CAF",0.266
"TNC & aVb3 complex","L","R","Macro","Endo",0.273
"TNC & aVb3 complex","L","R","malignant_cell","CAF",0.461
"TNC & aVb3 complex","L","R","malignant_cell","Endo",0.467
"TNC & aVb3 complex","L","R","malignant_cell","Macro",0.365
"TNC & aVb3 complex","L","R","malignant_cell","malignant_cell",0.393
"TNC & aVb3 complex","L","R","NK","CAF",0.272
"TNC & aVb3 complex","L","R","NK","Endo",0.278
"TNC & aVb3 complex","L","R","T_cell","CAF",0.289
"TNC & aVb3 complex","L","R","T_cell","Endo",0.295
"TNC & aVb3 complex","L","R","T_cell","malignant_cell",0.221
"TNF & CELSR2","L","R","B_cell","malignant_cell",0.274
"TNF & CELSR2","L","R","Macro","malignant_cell",0.414
"TNF & CELSR2","L","R","T_cell","malignant_cell",0.259
"TNF & DAG1","L","R","B_cell","CAF",0.354
"TNF & DAG1","L","R","B_cell","malignant_cell",0.549
"TNF & DAG1","L","R","Macro","B_cell",0.317
"TNF & DAG1","L","R","Macro","CAF",0.493
"TNF & DAG1","L","R","Macro","Endo",0.481
"TNF & DAG1","L","R","Macro","malignant_cell",0.689
"TNF & DAG1","L","R","Macro","T_cell",0.32
"TNF & DAG1","L","R","T_cell","CAF",0.338
"TNF & DAG1","L","R","T_cell","malignant_cell",0.533
"TNF & FAS","L","R","B_cell","CAF",0.373
"TNF & FAS","L","R","B_cell","T_cell",0.286
"TNF & FAS","L","R","Macro","CAF",0.513
"TNF & FAS","L","R","Macro","Macro",0.317
"TNF & FAS","L","R","Macro","malignant_cell",0.299
"TNF & FAS","L","R","Macro","NK",0.332
"TNF & FAS","L","R","Macro","T_cell",0.426
"TNF & FAS","L","R","T_cell","CAF",0.358
"TNF & FAS","L","R","T_cell","T_cell",0.27
"TNF & FFAR2","L","R","B_cell","B_cell",0.37
"TNF & FFAR2","L","R","Macro","B_cell",0.51
"TNF & FFAR2","L","R","T_cell","B_cell",0.355
"TNF & FFAR2","L","R","Macro","CAF",0.363
"TNF & FFAR2","L","R","B_cell","Endo",0.332
"TNF & FFAR2","L","R","Macro","Endo",0.472
"TNF & FFAR2","L","R","B_cell","Macro",0.329
"TNF & FFAR2","L","R","Macro","Macro",0.469
"TNF & FFAR2","L","R","T_cell","Macro",0.314
"TNF & FFAR2","L","R","Macro","malignant_cell",0.342
"TNF & FFAR2","L","R","B_cell","NK",0.342
"TNF & FFAR2","L","R","Macro","NK",0.482
"TNF & FFAR2","L","R","T_cell","NK",0.327
"TNF & FFAR2","L","R","B_cell","T_cell",0.345
"TNF & FFAR2","L","R","Macro","T_cell",0.485
"TNF & FFAR2","L","R","T_cell","T_cell",0.33
"TNF & FLT4","L","R","B_cell","Endo",0.605
"TNF & FLT4","L","R","B_cell","NK",0.173
"TNF & FLT4","L","R","B_cell","T_cell",0.162
"TNF & FLT4","L","R","Macro","B_cell",0.284
"TNF & FLT4","L","R","Macro","CAF",0.279
"TNF & FLT4","L","R","Macro","Endo",0.745
"TNF & FLT4","L","R","Macro","Macro",0.268
"TNF & FLT4","L","R","Macro","malignant_cell",0.261
"TNF & FLT4","L","R","Macro","NK",0.313
"TNF & FLT4","L","R","Macro","T_cell",0.302
"TNF & FLT4","L","R","T_cell","Endo",0.589
"TNF & FLT4","L","R","T_cell","T_cell",0.147
"TNF & ICOS","L","R","B_cell","T_cell",0.397
"TNF & ICOS","L","R","Macro","T_cell",0.536
"TNF & ICOS","L","R","T_cell","T_cell",0.381
"TNF & NOTCH1","L","R","B_cell","Endo",0.486
"TNF & NOTCH1","L","R","B_cell","NK",0.412
"TNF & NOTCH1","L","R","B_cell","T_cell",0.257
"TNF & NOTCH1","L","R","Macro","B_cell",0.32
"TNF & NOTCH1","L","R","Macro","CAF",0.341
"TNF & NOTCH1","L","R","Macro","Endo",0.626
"TNF & NOTCH1","L","R","Macro","Macro",0.37
"TNF & NOTCH1","L","R","Macro","malignant_cell",0.356
"TNF & NOTCH1","L","R","Macro","NK",0.552
"TNF & NOTCH1","L","R","Macro","T_cell",0.396
"TNF & NOTCH1","L","R","T_cell","Endo",0.471
"TNF & NOTCH1","L","R","T_cell","NK",0.397
"TNF & NOTCH1","L","R","T_cell","T_cell",0.241
"TNF & PTPRS","L","R","B_cell","CAF",0.456
"TNF & PTPRS","L","R","B_cell","Endo",0.288
"TNF & PTPRS","L","R","B_cell","malignant_cell",0.386
"TNF & PTPRS","L","R","Macro","CAF",0.595
"TNF & PTPRS","L","R","Macro","Endo",0.427
"TNF & PTPRS","L","R","Macro","malignant_cell",0.526
"TNF & PTPRS","L","R","T_cell","CAF",0.44
"TNF & PTPRS","L","R","T_cell","Endo",0.272
"TNF & PTPRS","L","R","T_cell","malignant_cell",0.371
"TNF & RIPK1","L","R","B_cell","Endo",0.255
"TNF & RIPK1","L","R","B_cell","malignant_cell",0.202
"TNF & RIPK1","L","R","B_cell","NK",0.223
"TNF & RIPK1","L","R","B_cell","T_cell",0.191
"TNF & RIPK1","L","R","Macro","CAF",0.332
"TNF & RIPK1","L","R","Macro","Endo",0.394
"TNF & RIPK1","L","R","Macro","Macro",0.293
"TNF & RIPK1","L","R","Macro","malignant_cell",0.342
"TNF & RIPK1","L","R","Macro","NK",0.362
"TNF & RIPK1","L","R","Macro","T_cell",0.331
"TNF & RIPK1","L","R","T_cell","Endo",0.239
"TNF & RIPK1","L","R","T_cell","malignant_cell",0.186
"TNF & RIPK1","L","R","T_cell","T_cell",0.176
"TNF & SEMA4C","L","R","B_cell","Endo",0.322
"TNF & SEMA4C","L","R","B_cell","malignant_cell",0.232
"TNF & SEMA4C","L","R","Macro","CAF",0.284
"TNF & SEMA4C","L","R","Macro","Endo",0.462
"TNF & SEMA4C","L","R","Macro","malignant_cell",0.371
"TNF & SEMA4C","L","R","Macro","NK",0.305
"TNF & SEMA4C","L","R","T_cell","Endo",0.307
"TNF & SEMA4C","L","R","T_cell","malignant_cell",0.216
"TNF & TNFRSF1A","L","R","B_cell","CAF",0.606
"TNF & TNFRSF1A","L","R","B_cell","Endo",0.642
"TNF & TNFRSF1A","L","R","B_cell","Macro",0.543
"TNF & TNFRSF1A","L","R","B_cell","malignant_cell",0.413
"TNF & TNFRSF1A","L","R","B_cell","NK",0.367
"TNF & TNFRSF1A","L","R","Macro","CAF",0.745
"TNF & TNFRSF1A","L","R","Macro","Endo",0.781
"TNF & TNFRSF1A","L","R","Macro","Macro",0.683
"TNF & TNFRSF1A","L","R","Macro","malignant_cell",0.553
"TNF & TNFRSF1A","L","R","Macro","NK",0.507
"TNF & TNFRSF1A","L","R","Macro","T_cell",0.34
"TNF & TNFRSF1A","L","R","T_cell","CAF",0.59
"TNF & TNFRSF1A","L","R","T_cell","Endo",0.626
"TNF & TNFRSF1A","L","R","T_cell","Macro",0.527
"TNF & TNFRSF1A","L","R","T_cell","malignant_cell",0.397
"TNF & TNFRSF1A","L","R","T_cell","NK",0.351
"TNF & TNFRSF1B","L","R","B_cell","Macro",0.765
"TNF & TNFRSF1B","L","R","B_cell","T_cell",0.615
"TNF & TNFRSF1B","L","R","Macro","B_cell",0.444
"TNF & TNFRSF1B","L","R","Macro","Endo",0.559
"TNF & TNFRSF1B","L","R","Macro","Macro",0.904
"TNF & TNFRSF1B","L","R","Macro","NK",0.624
"TNF & TNFRSF1B","L","R","Macro","T_cell",0.755
"TNF & TNFRSF1B","L","R","T_cell","Macro",0.749
"TNF & TNFRSF1B","L","R","T_cell","T_cell",0.599
"TNFSF10 & RIPK1","L","R","B_cell","Endo",0.303
"TNFSF10 & RIPK1","L","R","CAF","CAF",0.331
"TNFSF10 & RIPK1","L","R","CAF","Endo",0.394
"TNFSF10 & RIPK1","L","R","CAF","malignant_cell",0.341
